Season,Episode,Category,Value,Question,Answer
40,8865,SCULPTURE,$1600,"In 2013 his ""Balloon Dog (Orange)"" sold at Christie's for $58.4 million",(Jeff) Koons
40,8865,THINGS PEOPLE SAY,$1600,"Lake Pontchartrain's storm surge is controlled by the Seabrook Complex ofthese; proverbially, if you open them, mayhem breaks loose",the floodgates
40,8865,IN THIS ECONOMY?!,$1600,"2 individuals deal with each other directly vs. using a 3rd party in buying goods & services in this economy, P2P for short",peer-to-peer
40,8865,HORROR MUSIC,$1600,"In a song by the goth rock band Bauhaus, this horror movie legend is ""Dead, undead, undead, undead""",Bela Lugosi
40,8865,20th CENTURY LASTS,$1600,"Stamped out by the Communists, the last case of this practice done to Chinese women was in 1957",foot binding
40,8865,ON THE MAP,$2000,"This ""Land"", an unclaimed region of Antarctica, bears the name of the wife of an explorer",Marie Byrd Land
40,8865,SCULPTURE,$2000,"The only surviving work from this ancient Greek sculptor's own hand is thought to be ""Hermes Carrying the Infant Dionysus""",Praxiteles
40,8865,THINGS PEOPLE SAY,$2000,"This phrase meaning ""completely"" includes 2 key parts of a tree; Sojourner Truth spoke of wanting slavery destroyed that way",root and branch
40,8865,IN THIS ECONOMY?!,$2000,"Dostoyevsky gave up on the French utopian this type of economy, becoming more reactionary",socialism
40,8865,HORROR MUSIC,$2000,"""Putting Out The Fire With Gasoline"" is from the theme song to this beastly film starring Nastassja Kinski",Cat People
40,8865,20th CENTURY LASTS,$2000,"The last holder of this title was Alexei aka Alexis, seenhere",the tsarevich (the crown prince)
40,8862,EUROPEAN CAPITALS,$200,One of this Swiss city's most famous landmarks is abear pitthat displays live specimens; the original pit dates to 1513,Bern
40,8862,ANATOMICAL ETYMOLOGY,$200,"Fittingly, these teeth used to grind food take their name from the Latin for ""millstone""",molars
40,8862,QUASI-RELATED PAIRS,$200,A layer of paint&a score of 7-7,coat & tie
40,8862,A CATEGORY MADE OF STEEL,$200,"The steelhead, a variety of the rainbow type of this fish, can reach a weight of 55 pounds",a trout
40,8862,CHARACTERS IN MUSICALS,$200,"Frankie Valli, of course, is a character in this musical about the Four Seasons",Jersey Boys
40,8862,YOU CAN'T SPELL...,$200,"This group of folks living in proximity without ""unity""",community
40,8862,EUROPEAN CAPITALS,$400,"Once this capital's largest temple, the Olympieion, or temple of the Olympian Zeus, took nearly 7 centuries to build",Athens
40,8862,ANATOMICAL ETYMOLOGY,$400,"From Greek for ""snail"", it's a tube in the inner ear that's coiled like a snail's shell",cochlea
40,8862,QUASI-RELATED PAIRS,$400,Mr. Harrelson& an insect sound associated with titillating news,Woody & buzz
40,8862,A CATEGORY MADE OF STEEL,$400,"Using modified oil barrels as instruments, steel bands of Trinidad are particularly associated with this pre-Lent celebration",Carnival
40,8862,CHARACTERS IN MUSICALS,$400,In 2004 Michael McKean donned a dress to play Edna Turnblad in this show,Hairspray
40,8862,YOU CAN'T SPELL...,$400,This term for the columnherewithout another instrument--the lute,fluted column
40,8862,EUROPEAN CAPITALS,$600,"This nation's capital, Ljubljana, was destroyed by Attila the Hun in the 5th century but eventually rebuilt 700 years later",Slovenia
40,8862,ANATOMICAL ETYMOLOGY,$600,The name of these neck veins goes back to Latin words for throat & yoke,jugular
40,8862,QUASI-RELATED PAIRS,$600,"Food word for ""bonkers""&makes a swift escape",nuts & bolts
40,8862,A CATEGORY MADE OF STEEL,$600,"In 1983 this 7-foot wrestler defeated Big John Studd in a thrilling steel cage match in the Capital Centre in Landover, Maryland",André the Giant
40,8862,CHARACTERS IN MUSICALS,$600,"The name of this ""Wicked"" character comes from the initials of ""The Wizard of Oz"" author",Elphaba
40,8862,YOU CAN'T SPELL...,$600,"This word without ""once"", but I do not think it means what you think it means",inconceivable
40,8862,EUROPEAN CAPITALS,$800,This capital founded by Norseman Ingólfur Arnarson in 874 is heated by water piped in from nearby hot springs,Reykjavik
40,8862,ANATOMICAL ETYMOLOGY,$800,"From the Greek word for ""kidney"", these units, about a million per kidney, filter waste from the blood",nephrons
40,8862,QUASI-RELATED PAIRS,$800,A master teacher of the lotus position&a double talk term for a toddler injury,a yogi & boo-boo
40,8862,A CATEGORY MADE OF STEEL,$800,"Using an old steel saw in 1837, he created one of the 1st successful steel plows & his company was soon making 1,000 plows a year",(John) Deere
40,8862,CHARACTERS IN MUSICALS,$800,"She's the faded glamour cat who sings ""Memory"" in ""Cats""",Grizabella
40,8862,YOU CAN'T SPELL...,"DD: $2,600","You can't spell this word meaning to belittle without ""spar""",disparage
40,8862,EUROPEAN CAPITALS,$1000,This city on the Danube that became a national capital in 1993 lies near Austria & Hungary & once served as Hungary's capital,Bratislava
40,8862,ANATOMICAL ETYMOLOGY,$1000,"Used when sitting cross-legged,thislongest muscle derives its name from Latin for ""tailor"", as tailors often sat that way",the sartorius
40,8862,QUASI-RELATED PAIRS,$1000,An umpire's call&an inlet of a sea,safe & sound
40,8862,A CATEGORY MADE OF STEEL,$1000,Charles M. Schwab was the 1st pres. of this Pennsylvania-based steel corp. founded in 1904 & one of the world's largest in its time,Bethlehem Steel
40,8862,CHARACTERS IN MUSICALS,$1000,"In the eyes of Don Quixote, peasant girl Aldonza becomes this lovely lady, whom he has sought & dreamed of",Dulcinea
40,8862,YOU CAN'T SPELL...,$1000,"This word for a tract or canal in your digestive system without ""lime""",alimentary
40,8862,HISTORICAL QUOTES,$400,"In a memorandum to his fleet off Cádiz in 1805, he wrote, ""Nothing is sure in a sea fight""",Nelson
40,8862,TRAIN TALES,$400,A book of timetables for railways & steamers helped the protagonist make his less-than-3-month journey in this 1873 novel,Around the World in Eighty Days
40,8862,A BEACON IN THE NIGHT,$400,"Dating from the first century, the tower of this mythical strongman in Spain is said to be the oldest working lighthouse",Hercules
40,8862,PHOTOGRAPHERS,$400,"This famed Western landscape photographer wrote a 1947 essay for the Encyclopedia Britannica on ""Photographic Art""",Adams
40,8862,'90s MOVIE FUN,$400,Billy Bob Thornton does his best James Carville in this 1998 film that fictionalized the first Clinton campaign,Primary Colors
40,8862,"""C-U"" LATER",$400,"What we Yanks call a cookie, the Brits call this",a biscuit
40,8862,HISTORICAL QUOTES,$800,"In Cairo in 1978 he said, ""Peace is much more precious than a piece of land""",Sadat
40,8862,TRAIN TALES,$800,"Elmore Leonard sold his 1953 short story ""Three-Ten to"" this city to Dime Western Magazine",Yuma
40,8862,A BEACON IN THE NIGHT,"DD: $9,000",The Lanterna of this Italian port is the Mediterranean's tallest lighthouse; Antonio Columbo was a keeper in 1449 of the first ones there,Genoa
40,8862,PHOTOGRAPHERS,$800,"The authenticity of Robert Capa's ""Falling Soldier"", showing a loyalist in 1936 at the start of this war, has been questioned",the Spanish Civil War
40,8862,'90s MOVIE FUN,$800,Fred Gwynne's final film appearance came as a frustrated judge in this 1992 comedy,My Cousin Vinny
40,8862,"""C-U"" LATER",$800,In 1882 Robert Koch discovered a germ that ended the debate of whether this disease that claimed the life of Chopin is hereditary,tuberculosis
40,8862,HISTORICAL QUOTES,$1200,"In a 1790 speech in Dublin, John Curran said the price of liberty is ""eternal"" this",vigilance
40,8862,TRAIN TALES,"DD: $5,400","This title train was filled with children ""all in their pajamas and nightgowns"" as it ""raced northward""",The Polar Express
40,8862,A BEACON IN THE NIGHT,$1200,The Bell Rock Lighthouse outside the Firth of Forth warns ships of navigation dangers in this sea,the North Sea
40,8862,PHOTOGRAPHERS,$1200,"Frank Powolny took a 1943 photo of this actress with the ""million-dollar legs"" & it became a top World War II pin-up poster",Grable
40,8862,'90s MOVIE FUN,$1200,Raul Julia & Anjelica Huston got a hand playing a loving couple in this 1991 flick,The Addams Family
40,8862,"""C-U"" LATER",$1200,"In an episode called ""The Implant"", Teri Hatcher tells Jerry Seinfeld, ""By the way, they're real & they're"" this",spectacular
40,8862,HISTORICAL QUOTES,$1600,"In an 1851 letter, Daniel Webster called this Boston building ""the Cradle of American Liberty""",Faneuil Hall
40,8862,TRAIN TALES,$1600,A commuter named Rachel sees something suspicious in this Paula Hawkins psychological thriller,The Girl on the Train
40,8862,A BEACON IN THE NIGHT,$1600,Barnegat Lighthouse on Long Beach Island in this state's Ocean County was designed by future hero of Gettysburg George Meade,New Jersey
40,8862,PHOTOGRAPHERS,$1600,"The 1996 book ""Down in the Garden"" was a bestseller for this Australian-born photographer known for her baby pictures",Geddes
40,8862,'90s MOVIE FUN,$1600,"When time-traveling Bruce Willis is sent to the psychiatric ward in this 1995 movie, he meets Brad Pitt, who is really bananas",12 Monkeys
40,8862,"""C-U"" LATER",$1600,"Nov. 25, the date the British cleared out of New York City in 1783, was once a blowout holiday called this day",Evacuation Day
40,8862,HISTORICAL QUOTES,$2000,"In 1884 General Charles Gordon wrote that if help didn't come soon, ""the town may fall"", the town being this African city",Khartoum
40,8862,TRAIN TALES,$2000,"The theft of a fortune in gold in Victorian England is ""The Great Train Robbery"" by this late American thriller master",Crichton
40,8862,A BEACON IN THE NIGHT,$2000,"Old Baldy, protecting the entrance to this river since 1817, is North Carolina's oldest standing lighthouse",the Cape Fear River
40,8862,PHOTOGRAPHERS,$2000,"Known for his black & white photos, he was a consultant for the film ""Funny Face"" & Fred Astaire's character was based on him",Avedon
40,8862,'90s MOVIE FUN,$2000,Scriptwriter Quentin Tarantino first tried to get backing to make this 1993 Christian Slater film that Tony Scott ultimately made,True Romance
40,8862,"""C-U"" LATER",$2000,Fancy word from French meaning a glimpse or an outline,aperçu
40,8860,STARS & CONSTELLATIONS,$200,"An asterism within theBootes constellationappears to formthisobject, tail & all",a kite
40,8860,AS HEARD ON TV,$200,"In an ""Office"" meeting, Kelly Kapoor, played by her, had ""a lot of questions. Number one: How dare you?""",Mindy Kaling
40,8860,BABY TALK,$200,This special type of baptism also involves the naming of the child,christening
40,8860,HISTORIC REFUSALS,$200,"A British delegate refused to sit for a painting of the 1782 talks ending this; John Quincy Adams said it's OK, he's ugly anyway",the Revolutionary War
40,8860,"SPRINKLE, SPRINKLE",$200,This 3-letter flavor enhancer used in Chinese cooking is found naturally in tomatoes & some cheeses,MSG
40,8860,ENDS IN A BODY PART,$200,"An object said to bring good luck, or a type of bracelet with meaningful trinkets attached",charm
40,8860,STARS & CONSTELLATIONS,$400,"In ancient times the rising of this bright star signaled the long, hot dog days of summer",Sirius
40,8860,AS HEARD ON TV,$400,"From our pals down the hall came the puzzlehere; instead of an M, this letter got called for, saucy but wrong",K
40,8860,BABY TALK,$400,"Small pink or red patches on a baby's face or neck are playfully called these, perhaps from the bird that delivered them",stork's bites
40,8860,HISTORIC REFUSALS,$400,His birth name was Fernão; the king of his native Portugal refused him a reward for military service & said go sail for Spain,Magellan
40,8860,"SPRINKLE, SPRINKLE",$400,"This good ""Old"" seasoning that is often sprinkled on blue crab was first concocted in Maryland",Old Bay
40,8860,ENDS IN A BODY PART,$400,"Once a cask of drinking water on a ship's deck, today it refers to rumors or gossip",scuttlebutt
40,8860,STARS & CONSTELLATIONS,$600,"Constellations named for birds include Cygnus, the swan, & Columba, this bird",the dove
40,8860,AS HEARD ON TV,$600,"Setting up this '80s title, ""Do you know what people call this place? not St. Eligius...""",St. Elsewhere
40,8860,BABY TALK,$600,This Jewish circumcision rite is typically performed 8 days after birth by a specialist called a mohel,a bris
40,8860,HISTORIC REFUSALS,$600,"Jan Hus, who anticipated this religious movement by 100 years, would not recant in 1415 even as the wood was rosined at the stake",Protestantism (the Reformation)
40,8860,"SPRINKLE, SPRINKLE",$600,"Often sprinkled on fresh fruit, this spice mix of chili, lime & salt is named for an archaeological site in Veracruz, Mexico",Tajin
40,8860,ENDS IN A BODY PART,$600,A handspring rotated sideways,a cartwheel
40,8860,STARS & CONSTELLATIONS,"DD: $3,600","If you're really smart, you should know that this constellation was named for South Africa's Table Mountain",Mensa
40,8860,AS HEARD ON TV,$800,"On this ABC show Junior Johnson said he was called ""a less cool Steve Urkel"" & was ""like if Drake never left 'Degrassi""'",black-ish
40,8860,BABY TALK,$800,"TV host & author Art Linkletter was one of these, a baby abandoned by its parents & adopted & raised by others",a foundling
40,8860,HISTORIC REFUSALS,$800,"In a famous photo taken in Hamburg in 1936, August Landmesser stands arms folded in a sea of people making this gesture",the Nazi salute
40,8860,"SPRINKLE, SPRINKLE",$800,"Also called wood vinegar, this 2-word flavoring is made through the condensation of fumes from burnt wood",liquid smoke
40,8860,ENDS IN A BODY PART,$800,"""If You Could Read My Mind"", you'd know this last name of the Canadian hitmaker seenhere",(Gordon) Lightfoot
40,8860,STARS & CONSTELLATIONS,$1000,"This brightest star in Scorpius has a name meaning ""rival of Mars"" & is sometimes mistaken for the planet",Antares
40,8860,AS HEARD ON TV,$1000,"Due to an afterlife quirk on this NBC sitcom, Eleanor says, ""Girl, you are a messy bench who loves drama & I am into it""",The Good Place
40,8860,BABY TALK,$1000,"Mentioned in Luke 2 in the King James version, these are strips of material wrapped around infants to restrict their movements",swaddling clothes
40,8860,HISTORIC REFUSALS,$1000,"The refusal by the island of Melos to surrender to Athens in 416 B.C. is chronicled in this historian's ""Melian Dialogue""",Thucydides
40,8860,"SPRINKLE, SPRINKLE",$1000,This double-talk sauce also known as African bird's eye chili was popularized in the U.S. by Nando's,peri-peri
40,8860,ENDS IN A BODY PART,$1000,"This geographical term refers to a spring that's the source of a stream, or any main source",the fountainhead
40,8860,BODIES OF WATER,$400,"Lake Vänern, this Scandinavian country's largest lake, is part of the Gota Canal system",Sweden
40,8860,BEFORE THEY WERE CONGRESSWOMEN,$400,"Before beating Joe Crowley in a primary election, she worked at a restaurant & bar in Manhattan called Coffee Shop",AOC (Alexandria Ocasio-Cortez)
40,8860,MATH TALK,$400,"It's a demonstrably true mathematical statement; calculus has a ""fundamental"" one",theorem
40,8860,FILM COMPOSERS,$400,"The website of this ""Edward Scissorhands"" composer has an elf-store where you can buy elf-socks & elf-stickers",Danny Elfman
40,8860,CLASSICAL LITERATURE,$400,"Plutarch quoted this Greek philosopher as saying he was not ""an Athenian or a Greek, but a citizen of the world""",Socrates
40,8860,STARTS WITH 3 CONSECUTIVE LETTERS,$400,"Libel & slander can be this ""of character""",defamation
40,8860,BODIES OF WATER,$800,"Major ports on this bay include Bilbao, Spain & Brest, France",the Bay of Biscay
40,8860,BEFORE THEY WERE CONGRESSWOMEN,$800,She recalled meeting Maine senator Margaret Chase Smith as a senior in high school & now holds her seat,Susan Collins
40,8860,MATH TALK,$800,Fire up the engine of your mind & name this solid figure with equal & parallel circles at either end,a cylinder
40,8860,FILM COMPOSERS,$800,"This ""Jurassic Park"" composer was a studio pianist on such films as ""West Side Story"" & ""To Kill a Mockingbird""",John Williams
40,8860,CLASSICAL LITERATURE,$800,"Menander, known for his comedic plays, wrote that ""Marriage, if one will face the truth, is"" this, ""but a necessary"" this",an evil
40,8860,STARTS WITH 3 CONSECUTIVE LETTERS,$800,"Diligent, especially in the arena of learning",studious
40,8860,BODIES OF WATER,$1200,Serpent's Mouth is a channel separating this island's southwestern coast from Venezuela,Trinidad
40,8860,BEFORE THEY WERE CONGRESSWOMEN,$1200,"Before repping Florida, Maria Salazar was an anchor for this ""worldly"" Spanish network now part of NBCUniversal",Telemundo
40,8860,MATH TALK,$1200,"Multiply the numerator of one fraction by the denominator of another (& vice versa) to get their ""cross"" this",product
40,8860,FILM COMPOSERS,$1200,"ThisAustralian bard is also a cinematic composer with scores for ""Blonde"" & ""Hell or High Water""",(Nick) Cave
40,8860,CLASSICAL LITERATURE,"DD: $9,600","In this Sophocles play, Orestes enlists the aid of his sister, the title character, to kill his mother & her lover",Electra
40,8860,STARTS WITH 3 CONSECUTIVE LETTERS,$1200,The Achille Lauro was infamously beset by a group of these criminals,hijackers
40,8860,BODIES OF WATER,$1600,Winter temperatures along this 4-letter Siberian river that flows through Yakutsk can reach the 80s below zero,the Lena
40,8860,BEFORE THEY WERE CONGRESSWOMEN,"DD: $6,000",In the 1990s this future senator from Illinois was the only woman in her helicopter training class,(Tammy) Duckworth
40,8860,MATH TALK,$1600,See if you can pick off this term for the point at which a line or curve crosses an axis,the intercept
40,8860,FILM COMPOSERS,$1600,"He wrote scores for 8 Hitchcock films in 9 years, his most memorable being the screeching strings in the shower scene in ""Psycho""",Bernard Herrmann
40,8860,CLASSICAL LITERATURE,$1600,"Prior to writing his ""Odes"" & ""Epodes"", this Roman lyric poet fought alongside Brutus in Asia Minor",Horace
40,8860,STARTS WITH 3 CONSECUTIVE LETTERS,$1600,Cactus leaves cut to the point inthisMexican dish,nopales
40,8860,BODIES OF WATER,$2000,This canal completed in 1893 divides the Peloponnese Peninsula from mainland Greece,Corinth
40,8860,BEFORE THEY WERE CONGRESSWOMEN,$2000,"Pre-politics, Alabama Rep. Terri Sewell & this current New York senator were colleagues at the same law firm",Gillibrand
40,8860,MATH TALK,$2000,"In 19 - 5 = 14 19 is the minuend; 5 is this other ""end""",the subtrahend
40,8860,FILM COMPOSERS,$2000,This British composer won 5 Oscars but not one for the 11 James Bond films he scored,John Barry
40,8860,CLASSICAL LITERATURE,$2000,"In 66 A.D. he took part in the Jewish revolt against Rome; later, he worked for the Romans writing the history of it",Josephus
40,8860,STARTS WITH 3 CONSECUTIVE LETTERS,$2000,Funafuti is the capital of this nation,Tuvalu
40,8859,U.S. HISTORY,$200,"At the Democratic Convention in 1932, FDR promised one of these, part of a ""crusade to restore America to its own people""",a New Deal
40,8859,FICTION,$200,Agatha Christie set part of this 1937 mystery at the Old Cataract Hotel in Aswan,Death on the Nile
40,8859,BUS. ABBREV.,$200,"EOD:5:00 PM, say, not December 31st",end of day
40,8859,NAMED FOR A PLACE,$200,This humorous poem of 5 lines takes its name from a city in Ireland,a limerick
40,8859,SONG SIMILES,$200,"""She's hot as hell"" in her 2009 song ""Monster""",Lady Gaga
40,8859,"""J-I-T"" WORDS",$200,Its magnetic field is 20 times stronger than Earth's,Jupiter
40,8859,U.S. HISTORY,$400,"Also called the Old Pennsylvania State House, it's where John Hancock signed his John Hancock July 4, 1776",Independence Hall
40,8859,FICTION,$400,"Scientist Elizabeth Zott ends up hosting a cooking show called ""Supper at Six"" in this 1960s-set novel",Lessons in Chemistry
40,8859,BUS. ABBREV.,$400,MoM:Growth analysis,month-over-month
40,8859,NAMED FOR A PLACE,$400,"Though more closely associated with Mexico,thesehot chlii peppers are named for a city across the Yucatán Channel",habanero
40,8859,SONG SIMILES,$400,"Simile-titled hit by Foreigner about a lover who'll someday ""pay the price""","""Cold As Ice"""
40,8859,"""J-I-T"" WORDS",$400,"The Rio Grande Valley is the birthplace of this dish of meat, onions & peppers sizzled & tortilla-ed",fajitas
40,8859,U.S. HISTORY,$600,"McLean House, the site of a famous surrender, is part of this Virginia site that's now a national historical park",Appomattox Court House
40,8859,FICTION,$600,Erich Segal wrote this tearjerking 1970 novel set at Harvard & was also a translator of the ancient Roman playwright Plautus,Love Story
40,8859,BUS. ABBREV.,$600,To improve online visibility:SEO,search engine optimization
40,8859,NAMED FOR A PLACE,$600,"It's not just any plaidfabric, it's woven cotton known by the former name of a city in India",Madras
40,8859,SONG SIMILES,$600,The video for this Maroon 5 / Christina Aguilera hit features plenty of dancing by a certain other rock star,"""Moves Like Jagger"""
40,8859,"""J-I-T"" WORDS",$600,"From the Latin for ""close by"", it's theplacement of different elementsside by side",juxtaposition
40,8859,U.S. HISTORY,$800,The War of 1812 ended when Great Britain & the U.S. came to terms in this Belgian city,Ghent
40,8859,FICTION,$800,"Her historical fiction includes ""Burning Bright"", ""The Lady & the Unicorn"" & of course, ""Girl with a Pearl Earring""",Tracy Chevalier
40,8859,BUS. ABBREV.,$800,JIT:The tournament? No! The inventory system!,just-in-time
40,8859,NAMED FOR A PLACE,"DD: $3,000",This word meaning to ramble comes from the name of a winding river in Turkey,meander
40,8859,SONG SIMILES,$800,"""In the droptop ride with you, I feel like Scarface"", says SZA on this tune, winner of a Grammy in 2024 for Best R&B Song","""Snooze"""
40,8859,"""J-I-T"" WORDS",$800,"Once the site of a state prison, this city near Chicago has an economy today based on tourism & casinos",Joliet
40,8859,U.S. HISTORY,$1000,H.R. Haldeman said that the shootings at this Ohio location in 1970 began the demise of the Nixon administration,Kent State
40,8859,FICTION,$1000,"The title of this 2023 bestseller by Ann Patchett refers to a theater company, not a body of water",Tom Lake
40,8859,BUS. ABBREV.,$1000,LWOP:Luckily something that won't happen to you contestants,leave without pay(ment)
40,8859,NAMED FOR A PLACE,$1000,"Popularly used for drapery & upholstery,thislustrous fabric is named for a city in the Middle East",damask
40,8859,SONG SIMILES,$1000,"This Top 10 title from 2001 precedes ""I'll only fly away / I don't know where my soul is / I don't know where my home is""","""I'm Like A Bird"""
40,8859,"""J-I-T"" WORDS",$1000,"One of 3 core design languages, this programming mainstay is often used to add interactive features to webpages",JavaScript
40,8859,"MOUNTAIN HIGH, VALLEY LOW",$400,The Kamchatka Peninsula is home to an area called the Valley ofthese,Geysers
40,8859,PHILOSOPHY,$400,"Nobel prize-winning physiologist John Eccles held to dualism, the belief that these 2 are radically different substances",the body & the mind
40,8859,ASTRONOMY,$400,This type of pollution refers to the human-generated glow that impairs a stargazer's view of the heavens,light pollution
40,8859,AN INVITATION TO THE DANCE,$400,1990s country fans scooted their boots inthisgeometrically named type of dancing,line dance
40,8859,MOVIES & MYTH,$400,"In a 2017 film Chris Hemsworth says it's the hall ""where the brave shall live forever""",Valhalla
40,8859,3 TOUGH LITTLE LETTERS,$400,"Sardonic, or slyly & dryly humorous",wry
40,8859,"MOUNTAIN HIGH, VALLEY LOW",$800,"In 2023 Hurricane Hilary caused flooding in Badwater Basin in this Calif. national park, creating a temporary lake",Death Valley
40,8859,PHILOSOPHY,$800,"Skye Cleary's book on Simone de Beauvoir is titled ""How to Be"" this synonym of genuine",authentic
40,8859,ASTRONOMY,"DD: $5,000","The ""E"" in NASA's  T.E.S.S. satellite stands for these that it's actively looking for, whether they can support life or not",exoplanets
40,8859,AN INVITATION TO THE DANCE,$800,The Jitterbug & Lindy Hop are this kind of dance that shares its name with the jazzy musical era of the big bands,swing
40,8859,MOVIES & MYTH,$800,In a 1969 film Maria Callas starred as this tragic woman that the Greek hero Jason discards,Medea
40,8859,3 TOUGH LITTLE LETTERS,$800,"Intense anger, & it's not ""mad""",ire
40,8859,"MOUNTAIN HIGH, VALLEY LOW",$1200,"24,836-foot Gangkhar Puensum, the world's tallest unclimbed peak, lies on the border of Tibet & this tiny nation",Bhutan
40,8859,PHILOSOPHY,$1200,"Before he was the title guy who spake about teaching of the Superman, he appeared in Nietszche's book ""The Gay Science""",Zarathustra
40,8859,ASTRONOMY,$1200,These gas vortices on the Sun can be Earth-sized or larger & last for months,sunspots
40,8859,AN INVITATION TO THE DANCE,$1200,It's the chill term for when a breakdancer hits & holds a shape for a few seconds,freeze
40,8859,MOVIES & MYTH,$1200,"In ""Harry Potter & the Chamber of Secrets"", this serpent of myth harms many with its gaze",a basilisk
40,8859,3 TOUGH LITTLE LETTERS,$1200,A bog is fed by rainwater; this type of marshy area is fed by groundwater,a fen
40,8859,"MOUNTAIN HIGH, VALLEY LOW","DD: $2,000",Most of what was once the Nubian Valley is now this lake,Lake Nasser
40,8859,PHILOSOPHY,$1600,"Medieval philosophy's ""Doctor Invincibilis"" was this man who used a ""razor"" to eliminate unnecessary entities",Ockham
40,8859,ASTRONOMY,$1600,"Whether you answer the short way or the long way, Jupiter is still 5.2 of these measurements from the Sun",an AU (astronomical units)
40,8859,AN INVITATION TO THE DANCE,$1600,"Rudolf Nureyev reworked this Tchaikovsky ballet to give added importance to Rothbart &, of course, the Prince",Swan Lake
40,8859,MOVIES & MYTH,$1600,"In ""The Mummy Returns"", this Egyptian god of the dead/cute li'l puppy takes the soul of Dwayne Johnson",Anubis
40,8859,3 TOUGH LITTLE LETTERS,$1600,A cog is a fixed part of a gear or wheel; this linking part rotates or slides,a cam
40,8859,"MOUNTAIN HIGH, VALLEY LOW",$2000,This peak in the Great Smoky Mountains is the highest point in Tennessee,Clingmans Dome
40,8859,PHILOSOPHY,$2000,"This 1781 work includes ""pure knowledge à priori is that with which no empirical element is mixed up""",Critique of Pure Reason
40,8859,ASTRONOMY,$2000,"This word with a non-spacey meaning of ""preference"" refers to the angle between the orbital & ecliptic planes",inclination
40,8859,AN INVITATION TO THE DANCE,$2000,"Fayard & Harold were the first names ofthesebrothers, whose amazing moves lit up the screen in films like ""Stormy Weather""",the Nicholas Brothers
40,8859,MOVIES & MYTH,$2000,"In this Guillermo del Toro tale set in the 1940s, a faun believes a girl named Ofelia is a mythical princess",Pan's Labyrinth
40,8859,3 TOUGH LITTLE LETTERS,$2000,Measure of work equal to 10-7joules,erg
40,8858,TAILOR'S VERSION,$200,"Not quite full bespoke, MTM is this type of custom suit & also describes a type of tailoring",made-to-measure
40,8858,CURRENT EVENTS,$200,"On April 8th, a totalthiswill be seen across the heart of the U.S.; it will be the last visible from the contiguous U.S. until 2044",an eclipse
40,8858,REPTILES & AMPHIBIANS,$200,"A section of I-75 in Florida is alliteratively known as this animal ""Alley""",Alligator
40,8858,INTERNATIONAL SPORTS,$200,Germany defeated Serbia in the final of the 2023 FIBA World Cup for men's national teams in this sport,basketball
40,8858,AUTHORS AT WAR,$200,"When he landed on Utah Beach on D-Day, J.D. Salinger is reported to have had 6 chapters of this work in his jacket",The Catcher in the Rye
40,8858,SAME LAST 3/ FIRST 3 LETTERS,$200,"Animal you ""play"" when feigning death&a brief & succinct explanation of an event",possum & summary
40,8858,TAILOR'S VERSION,$400,"Hooks & bars are a popular alternative to hooks & these, because the bars can go closer to the garment's edge",eyes
40,8858,CURRENT EVENTS,$400,"As campaigning continued in chilly New Hampshire, he ended his presidential run in sunny Tallahassee",DeSantis
40,8858,REPTILES & AMPHIBIANS,$400,"The African clawed variety is an exception, but most frogs use this body part to catch their prey",the tongue
40,8858,INTERNATIONAL SPORTS,$400,"As of 2021, women also got to compete in the Olympic C1 & C2 races in this type of ""C""raft",canoe
40,8858,AUTHORS AT WAR,$400,"As a 2nd lieutenant in the czar's army, he saw the siege of Sevastopol & wrote about it in his ""Sevastopol Sketches""",Tolstoy
40,8858,SAME LAST 3/ FIRST 3 LETTERS,$400,The way a softball pitch is thrown&having both male & female characteristics,underhand & androgynous
40,8858,TAILOR'S VERSION,$600,This method fixes holes using needle & thread without patches; it was news whenGrace Coolidgewas seen doing it to Calvin's socks,darning
40,8858,CURRENT EVENTS,$600,"Will it be ""How soon they forget"" or ""Always remembered""?  He caught the Super Bowl 58-winning pass for Kansas City",Mecole Hardman
40,8858,REPTILES & AMPHIBIANS,$600,The fire kind ofthisamphibian defends itself from predators by spraying poison from behind its eyes,a salamander
40,8858,INTERNATIONAL SPORTS,$600,"The team version ofthisis an Olympic sport that somewhat resembles soccer, but players throw the ball rather than kick it",handball
40,8858,AUTHORS AT WAR,$600,"During World War II Frank Herbert served as a photographer in this U.S. Navy group that builds bases, airfields & bridges",the Seabees
40,8858,SAME LAST 3/ FIRST 3 LETTERS,$600,United one piece of film with another&wood used in a chest to help repel moths,spliced & cedar
40,8858,TAILOR'S VERSION,$800,"Thismeasurement can be about 30"" on a 5'10"" man",an inseam
40,8858,CURRENT EVENTS,$800,This politician passed away while incarcerated at the IK-3 penal colony north of the Arctic Circle,Navalny
40,8858,REPTILES & AMPHIBIANS,$800,"Pogona is the genus name for the 8 species of this lizard lovingly known as ""beardies""",the bearded dragons
40,8858,INTERNATIONAL SPORTS,$800,Australia beat England in 1877 to win the first of the international cricket games known by this 2-word term,test matches
40,8858,AUTHORS AT WAR,"DD: $1,800","As a P.O.W., Kurt Vonnegut survived the 1945 Allied firebombing of this German city because he was working underground",Dresden
40,8858,SAME LAST 3/ FIRST 3 LETTERS,$800,Preceder of fasciitis in a foot problem&plaid Scottish cloth,plantar & tartan
40,8858,TAILOR'S VERSION,$1000,"Sewn in a double layer, this part of a shirt adds strength & structure at the shoulders, ya big ox!",the yoke
